Student_ID,Attendance (%),Internal Test 1 (out of 40),Internal Test 2 (out of 40),Assignment Score (out of 10),Daily Study Hours,Final Exam Marks (out of 100),Academic_Risk,Attendance_Category,Study_Hours_Category,Average_Internal_Score,Total_Internal_Score,Engagement_Score,Engagement_Level,Performance_Grade
S1262,82,36,30,9,2,64,Moderate Risk,Good,Low,33.0,66,0.7066666666666667,Moderate,D
S1263,85,34,27,7,2,58,Moderate Risk,Good,Low,30.5,61,0.6499999999999999,Moderate,E
S1264,67,30,26,7,2,53,Moderate Risk,Average,Low,28.0,56,0.59,Low,E
S1265,93,34,38,7,3,72,Moderate Risk,Excellent,Moderate,36.0,72,0.7433333333333333,Moderate,C
S1266,71,32,25,7,3,53,Moderate Risk,Average,Moderate,28.5,57,0.6699999999999999,Moderate,E
S1267,87,34,38,9,3,82,Low Risk,Good,Moderate,36.0,72,0.79,Moderate,B
S1268,86,32,26,8,4,60,Moderate Risk,Good,Moderate,29.0,58,0.82,High,D
S1269,84,32,26,7,3,56,Moderate Risk,Good,Moderate,29.0,58,0.7133333333333334,Moderate,E
S1270,80,36,31,7,2,62,Moderate Risk,Good,Low,33.5,67,0.6333333333333333,Moderate,D
S1271,92,32,33,8,3,67,Moderate Risk,Excellent,Moderate,32.5,65,0.7733333333333334,Moderate,D
S1272,89,37,31,8,4,66,Moderate Risk,Good,Moderate,34.0,68,0.8300000000000001,High,D
S1273,91,38,35,9,3,85,Low Risk,Excellent,Moderate,36.5,73,0.8033333333333333,High,B
S1274,80,29,26,7,2,60,Moderate Risk,Good,Low,27.5,55,0.6333333333333333,Moderate,D
S1275,94,40,34,7,2,74,Moderate Risk,Excellent,Low,37.0,74,0.68,Moderate,C
S1276,77,35,30,8,1,60,Moderate Risk,Good,Low,32.5,65,0.59,Low,D
S1277,87,30,27,7,4,55,Moderate Risk,Good,Moderate,28.5,57,0.79,Moderate,E
S1278,76,27,31,7,2,61,Moderate Risk,Good,Low,29.0,58,0.62,Moderate,D
S1279,91,34,37,8,3,78,Low Risk,Excellent,Moderate,35.5,71,0.77,Moderate,C
S1280,77,29,35,8,3,57,Moderate Risk,Good,Moderate,32.0,64,0.7233333333333333,Moderate,E
S1281,94,37,28,9,3,67,Moderate Risk,Excellent,Moderate,32.5,65,0.8133333333333334,High,D
S1282,71,30,30,7,3,54,Moderate Risk,Average,Moderate,30.0,60,0.6699999999999999,Moderate,E
S1283,75,29,33,8,3,61,Moderate Risk,Good,Moderate,31.0,62,0.7166666666666667,Moderate,D
S1284,83,37,33,8,2,67,Moderate Risk,Good,Low,35.0,70,0.6766666666666666,Moderate,D
S1285,86,34,37,9,3,81,Low Risk,Good,Moderate,35.5,71,0.7866666666666666,Moderate,B
S1286,96,40,38,9,4,90,Low Risk,Excellent,Moderate,39.0,78,0.8866666666666667,High,A
S1287,86,32,24,6,2,59,Moderate Risk,Good,Low,28.0,56,0.62,Moderate,E
S1288,90,38,39,9,4,85,Low Risk,Excellent,Moderate,38.5,77,0.8666666666666667,High,B
S1289,77,40,29,8,3,75,Low Risk,Good,Moderate,34.5,69,0.7233333333333333,Moderate,C
S1290,82,29,28,7,2,52,Moderate Risk,Good,Low,28.5,57,0.64,Moderate,E
S1291,78,32,29,7,2,61,Moderate Risk,Good,Low,30.5,61,0.6266666666666666,Moderate,D
S1292,83,34,28,7,3,70,Moderate Risk,Good,Moderate,31.0,62,0.71,Moderate,C
S1293,86,28,36,8,3,69,Moderate Risk,Good,Moderate,32.0,64,0.7533333333333334,Moderate,D
S1294,79,31,29,7,3,60,Moderate Risk,Good,Moderate,30.0,60,0.6966666666666667,Moderate,D
S1295,89,39,38,9,3,78,Low Risk,Good,Moderate,38.5,77,0.7966666666666667,Moderate,C
S1296,90,31,28,7,3,62,Moderate Risk,Excellent,Moderate,29.5,59,0.7333333333333334,Moderate,D
S1297,69,27,30,8,2,45,High Risk,Average,Low,28.5,57,0.63,Moderate,F
S1298,74,31,33,8,2,53,Moderate Risk,Average,Low,32.0,64,0.6466666666666666,Moderate,E
S1299,78,29,26,7,2,53,Moderate Risk,Good,Low,27.5,55,0.6266666666666666,Moderate,E
S1300,80,26,24,5,3,47,High Risk,Good,Moderate,25.0,50,0.6333333333333333,Moderate,F
S1301,85,31,35,8,3,61,Moderate Risk,Good,Moderate,33.0,66,0.75,Moderate,D
S1302,86,29,19,5,3,47,High Risk,Good,Moderate,24.0,48,0.6533333333333333,Moderate,F
S1303,76,21,34,6,2,54,Moderate Risk,Good,Low,27.5,55,0.5866666666666666,Low,E
S1304,82,29,32,7,3,61,Moderate Risk,Good,Moderate,30.5,61,0.7066666666666667,Moderate,D
S1305,79,28,31,7,2,61,Moderate Risk,Good,Low,29.5,59,0.63,Moderate,D
S1306,93,29,36,7,3,61,Moderate Risk,Excellent,Moderate,32.5,65,0.7433333333333333,Moderate,D
S1307,83,35,32,9,3,69,Moderate Risk,Good,Moderate,33.5,67,0.7766666666666667,Moderate,D
S1308,79,31,31,6,3,63,Moderate Risk,Good,Moderate,31.0,62,0.6633333333333334,Moderate,D
S1309,90,40,38,10,3,88,Low Risk,Excellent,Moderate,39.0,78,0.8333333333333334,High,B
S1310,80,33,30,8,2,61,Moderate Risk,Good,Low,31.5,63,0.6666666666666666,Moderate,D
S1311,71,32,30,8,2,54,Moderate Risk,Average,Low,31.0,62,0.6366666666666667,Moderate,E
S1312,82,32,29,8,3,65,Moderate Risk,Good,Moderate,30.5,61,0.7400000000000001,Moderate,D
S1313,79,29,28,7,3,57,Moderate Risk,Good,Moderate,28.5,57,0.6966666666666667,Moderate,E
S1314,75,25,29,7,3,51,Moderate Risk,Good,Moderate,27.0,54,0.6833333333333332,Moderate,E
S1315,87,32,37,8,3,65,Moderate Risk,Good,Moderate,34.5,69,0.7566666666666667,Moderate,D
S1316,86,32,30,7,3,60,Moderate Risk,Good,Moderate,31.0,62,0.7200000000000001,Moderate,D
S1317,86,36,36,8,3,76,Low Risk,Good,Moderate,36.0,72,0.7533333333333334,Moderate,C
S1318,100,39,40,8,3,85,Low Risk,Excellent,Moderate,39.5,79,0.7999999999999999,Moderate,B
S1319,81,35,33,8,3,76,Low Risk,Good,Moderate,34.0,68,0.7366666666666667,Moderate,C
S1320,66,27,32,6,2,41,High Risk,Average,Low,29.5,59,0.5533333333333333,Low,F
S1321,80,33,32,6,2,59,Moderate Risk,Good,Low,32.5,65,0.6,Moderate,E
S1322,80,30,30,6,3,55,Moderate Risk,Good,Moderate,30.0,60,0.6666666666666666,Moderate,E
S1323,88,33,37,7,3,68,Moderate Risk,Good,Moderate,35.0,70,0.7266666666666667,Moderate,D
S1324,92,32,31,7,3,70,Moderate Risk,Excellent,Moderate,31.5,63,0.7400000000000001,Moderate,C
S1325,86,32,29,7,3,63,Moderate Risk,Good,Moderate,30.5,61,0.7200000000000001,Moderate,D
S1326,68,31,21,6,2,38,High Risk,Average,Low,26.0,52,0.56,Low,F
S1327,81,26,22,6,3,55,Moderate Risk,Good,Moderate,24.0,48,0.67,Moderate,E
S1328,83,38,29,8,3,72,Moderate Risk,Good,Moderate,33.5,67,0.7433333333333333,Moderate,C
S1329,74,27,27,6,3,49,High Risk,Average,Moderate,27.0,54,0.6466666666666666,Moderate,F
S1330,91,31,35,8,3,64,Moderate Risk,Excellent,Moderate,33.0,66,0.77,Moderate,D
S1331,81,27,22,5,2,40,High Risk,Good,Low,24.5,49,0.57,Low,F
S1332,77,29,31,8,3,68,Moderate Risk,Good,Moderate,30.0,60,0.7233333333333333,Moderate,D
S1333,84,38,26,7,3,71,Moderate Risk,Good,Moderate,32.0,64,0.7133333333333334,Moderate,C
S1334,77,32,25,7,3,47,High Risk,Good,Moderate,28.5,57,0.69,Moderate,F
S1335,85,28,33,7,3,62,Moderate Risk,Good,Moderate,30.5,61,0.7166666666666667,Moderate,D
S1336,91,31,35,8,3,69,Moderate Risk,Excellent,Moderate,33.0,66,0.77,Moderate,D
S1337,83,31,39,7,3,70,Moderate Risk,Good,Moderate,35.0,70,0.71,Moderate,C
S1338,76,30,30,7,3,50,Moderate Risk,Good,Moderate,30.0,60,0.6866666666666666,Moderate,E
S1339,74,32,24,8,2,56,Moderate Risk,Average,Low,28.0,56,0.6466666666666666,Moderate,E
S1340,86,40,35,9,2,80,Low Risk,Good,Low,37.5,75,0.7200000000000001,Moderate,B
S1341,78,28,35,8,2,50,Moderate Risk,Good,Low,31.5,63,0.66,Moderate,E
S1342,82,34,36,8,3,63,Moderate Risk,Good,Moderate,35.0,70,0.7400000000000001,Moderate,D
S1343,78,31,32,7,3,55,Moderate Risk,Good,Moderate,31.5,63,0.6933333333333334,Moderate,E
S1344,81,36,40,9,2,70,Moderate Risk,Good,Low,38.0,76,0.7033333333333333,Moderate,C
S1345,93,38,37,9,4,89,Low Risk,Excellent,Moderate,37.5,75,0.8766666666666666,High,B
S1346,79,28,34,7,3,54,Moderate Risk,Good,Moderate,31.0,62,0.6966666666666667,Moderate,E
S1347,84,26,24,6,2,40,High Risk,Good,Low,25.0,50,0.6133333333333333,Moderate,F
S1348,76,33,26,7,2,53,Moderate Risk,Good,Low,29.5,59,0.62,Moderate,E
S1349,81,27,37,8,2,48,High Risk,Good,Low,32.0,64,0.67,Moderate,F
S1350,82,31,39,8,3,73,Moderate Risk,Good,Moderate,35.0,70,0.7400000000000001,Moderate,C
S1351,82,35,36,9,3,76,Low Risk,Good,Moderate,35.5,71,0.7733333333333333,Moderate,C
S1352,83,28,33,6,2,55,Moderate Risk,Good,Low,30.5,61,0.61,Moderate,E
S1353,76,29,29,7,3,52,Moderate Risk,Good,Moderate,29.0,58,0.6866666666666666,Moderate,E
S1354,82,30,31,7,2,60,Moderate Risk,Good,Low,30.5,61,0.64,Moderate,D
S1355,96,40,36,9,3,89,Low Risk,Excellent,Moderate,38.0,76,0.82,High,B
S1356,78,30,33,7,3,62,Moderate Risk,Good,Moderate,31.5,63,0.6933333333333334,Moderate,D
S1357,91,30,33,8,4,74,Moderate Risk,Excellent,Moderate,31.5,63,0.8366666666666666,High,C
S1358,100,37,40,8,3,92,Low Risk,Excellent,Moderate,38.5,77,0.7999999999999999,Moderate,A
S1359,83,29,35,7,2,64,Moderate Risk,Good,Low,32.0,64,0.6433333333333332,Moderate,D
S1360,96,40,35,8,2,79,Low Risk,Excellent,Low,37.5,75,0.7200000000000001,Moderate,C
S1361,75,23,27,6,2,48,High Risk,Good,Low,25.0,50,0.5833333333333334,Low,F
S1362,95,31,39,8,3,77,Low Risk,Excellent,Moderate,35.0,70,0.7833333333333333,Moderate,C
S1363,87,38,29,7,2,72,Moderate Risk,Good,Low,33.5,67,0.6566666666666666,Moderate,C
S1364,95,36,28,6,2,63,Moderate Risk,Excellent,Low,32.0,64,0.6499999999999999,Moderate,D
S1365,78,31,33,7,2,67,Moderate Risk,Good,Low,32.0,64,0.6266666666666666,Moderate,D
S1366,86,39,39,9,3,78,Low Risk,Good,Moderate,39.0,78,0.7866666666666666,Moderate,C
S1367,76,36,29,7,3,58,Moderate Risk,Good,Moderate,32.5,65,0.6866666666666666,Moderate,E
S1368,82,36,28,6,3,58,Moderate Risk,Good,Moderate,32.0,64,0.6733333333333333,Moderate,E
S1369,71,24,21,6,2,41,High Risk,Average,Low,22.5,45,0.57,Low,F
S1370,84,31,35,8,3,66,Moderate Risk,Good,Moderate,33.0,66,0.7466666666666667,Moderate,D
S1371,78,33,24,7,2,47,High Risk,Good,Low,28.5,57,0.6266666666666666,Moderate,F
S1372,79,37,29,9,2,69,Moderate Risk,Good,Low,33.0,66,0.6966666666666667,Moderate,D
S1373,92,31,31,7,2,70,Moderate Risk,Excellent,Low,31.0,62,0.6733333333333333,Moderate,C
S1374,66,23,29,7,2,47,High Risk,Average,Low,26.0,52,0.5866666666666666,Low,F
S1375,77,33,27,7,4,70,Moderate Risk,Good,Moderate,30.0,60,0.7566666666666667,Moderate,C
S1376,77,27,24,6,2,48,High Risk,Good,Low,25.5,51,0.59,Low,F
S1377,88,29,27,7,3,59,Moderate Risk,Good,Moderate,28.0,56,0.7266666666666667,Moderate,E
S1378,94,36,28,8,4,69,Moderate Risk,Excellent,Moderate,32.0,64,0.8466666666666667,High,D
S1379,83,32,32,7,4,61,Moderate Risk,Good,Moderate,32.0,64,0.7766666666666667,Moderate,D
S1380,81,30,35,7,2,60,Moderate Risk,Good,Low,32.5,65,0.6366666666666667,Moderate,D
S1381,94,30,32,7,3,65,Moderate Risk,Excellent,Moderate,31.0,62,0.7466666666666666,Moderate,D
S1382,88,28,36,7,3,62,Moderate Risk,Good,Moderate,32.0,64,0.7266666666666667,Moderate,D
S1383,85,32,35,7,2,61,Moderate Risk,Good,Low,33.5,67,0.6499999999999999,Moderate,D
S1384,94,38,36,9,3,74,Moderate Risk,Excellent,Moderate,37.0,74,0.8133333333333334,High,C
S1385,86,30,30,7,3,61,Moderate Risk,Good,Moderate,30.0,60,0.7200000000000001,Moderate,D
S1386,80,36,30,7,3,61,Moderate Risk,Good,Moderate,33.0,66,0.7000000000000001,Moderate,D
S1387,95,40,34,9,4,76,Low Risk,Excellent,Moderate,37.0,74,0.8833333333333334,High,C
S1388,88,35,33,7,3,63,Moderate Risk,Good,Moderate,34.0,68,0.7266666666666667,Moderate,D
S1389,80,25,29,5,3,51,Moderate Risk,Good,Moderate,27.0,54,0.6333333333333333,Moderate,E
S1390,77,29,32,7,3,56,Moderate Risk,Good,Moderate,30.5,61,0.69,Moderate,E
S1391,84,39,37,7,4,82,Low Risk,Good,Moderate,38.0,76,0.7799999999999999,Moderate,B
S1392,87,29,32,6,2,56,Moderate Risk,Good,Low,30.5,61,0.6233333333333334,Moderate,E
S1393,83,34,34,8,3,72,Moderate Risk,Good,Moderate,34.0,68,0.7433333333333333,Moderate,C
S1394,81,26,37,7,3,57,Moderate Risk,Good,Moderate,31.5,63,0.7033333333333333,Moderate,E
S1395,85,34,34,8,3,61,Moderate Risk,Good,Moderate,34.0,68,0.75,Moderate,D
S1396,99,40,40,10,3,88,Low Risk,Excellent,Moderate,40.0,80,0.8633333333333333,High,B
S1397,88,31,36,8,2,70,Moderate Risk,Good,Low,33.5,67,0.6933333333333334,Moderate,C
S1398,89,30,31,8,2,61,Moderate Risk,Good,Low,30.5,61,0.6966666666666667,Moderate,D
S1399,84,31,34,7,2,71,Moderate Risk,Good,Low,32.5,65,0.6466666666666666,Moderate,C
S1400,88,33,36,7,3,81,Low Risk,Good,Moderate,34.5,69,0.7266666666666667,Moderate,B
S1401,85,31,32,8,3,62,Moderate Risk,Good,Moderate,31.5,63,0.75,Moderate,D
S1402,91,40,31,8,3,71,Moderate Risk,Excellent,Moderate,35.5,71,0.77,Moderate,C
S1403,84,32,32,8,3,67,Moderate Risk,Good,Moderate,32.0,64,0.7466666666666667,Moderate,D
S1404,90,34,35,8,3,66,Moderate Risk,Excellent,Moderate,34.5,69,0.7666666666666667,Moderate,D
S1405,86,28,31,8,2,58,Moderate Risk,Good,Low,29.5,59,0.6866666666666666,Moderate,E
S1406,91,31,31,6,4,62,Moderate Risk,Excellent,Moderate,31.0,62,0.77,Moderate,D
S1407,75,29,35,7,3,55,Moderate Risk,Good,Moderate,32.0,64,0.6833333333333332,Moderate,E
S1408,82,25,36,7,3,62,Moderate Risk,Good,Moderate,30.5,61,0.7066666666666667,Moderate,D
S1409,100,40,34,7,3,85,Low Risk,Excellent,Moderate,37.0,74,0.7666666666666666,Moderate,B
S1410,99,39,39,8,3,88,Low Risk,Excellent,Moderate,39.0,78,0.7966666666666667,Moderate,B
S1411,100,38,32,8,3,69,Moderate Risk,Excellent,Moderate,35.0,70,0.7999999999999999,Moderate,D
S1412,89,36,35,7,3,69,Moderate Risk,Good,Moderate,35.5,71,0.73,Moderate,D
S1413,83,28,30,7,3,57,Moderate Risk,Good,Moderate,29.0,58,0.71,Moderate,E
S1414,92,35,34,9,3,80,Low Risk,Excellent,Moderate,34.5,69,0.8066666666666666,High,B
S1415,81,25,36,7,3,50,Moderate Risk,Good,Moderate,30.5,61,0.7033333333333333,Moderate,E
S1416,93,34,40,9,3,86,Low Risk,Excellent,Moderate,37.0,74,0.81,High,B
S1417,77,27,29,5,3,51,Moderate Risk,Good,Moderate,28.0,56,0.6233333333333334,Moderate,E
S1418,91,38,30,8,2,63,Moderate Risk,Excellent,Low,34.0,68,0.7033333333333333,Moderate,D
S1419,72,31,21,6,3,47,High Risk,Average,Moderate,26.0,52,0.64,Moderate,F
S1420,85,33,38,8,3,67,Moderate Risk,Good,Moderate,35.5,71,0.75,Moderate,D
S1421,99,39,38,9,2,79,Low Risk,Excellent,Low,38.5,77,0.7633333333333333,Moderate,C
S1422,70,27,32,7,2,50,Moderate Risk,Average,Low,29.5,59,0.6,Moderate,E
S1423,88,35,34,9,2,69,Moderate Risk,Good,Low,34.5,69,0.7266666666666667,Moderate,D
S1424,81,36,30,8,2,66,Moderate Risk,Good,Low,33.0,66,0.67,Moderate,D
S1425,98,38,38,8,3,74,Moderate Risk,Excellent,Moderate,38.0,76,0.7933333333333333,Moderate,C
S1426,70,30,28,6,2,44,High Risk,Average,Low,29.0,58,0.5666666666666665,Low,F
S1427,74,30,26,7,3,50,Moderate Risk,Average,Moderate,28.0,56,0.68,Moderate,E
S1428,100,33,34,8,2,71,Moderate Risk,Excellent,Low,33.5,67,0.7333333333333334,Moderate,C
S1429,81,40,39,10,3,77,Low Risk,Good,Moderate,39.5,79,0.8033333333333333,High,C
S1430,84,34,32,8,3,68,Moderate Risk,Good,Moderate,33.0,66,0.7466666666666667,Moderate,D
S1431,82,32,31,7,3,65,Moderate Risk,Good,Moderate,31.5,63,0.7066666666666667,Moderate,D
S1432,90,35,39,8,3,70,Moderate Risk,Excellent,Moderate,37.0,74,0.7666666666666667,Moderate,C
S1433,82,28,26,6,3,57,Moderate Risk,Good,Moderate,27.0,54,0.6733333333333333,Moderate,E
S1434,83,30,32,9,3,64,Moderate Risk,Good,Moderate,31.0,62,0.7766666666666667,Moderate,D
S1435,77,29,25,8,2,38,High Risk,Good,Low,27.0,54,0.6566666666666667,Moderate,F
S1436,87,30,40,9,4,84,Low Risk,Good,Moderate,35.0,70,0.8566666666666668,High,B
S1437,89,36,32,7,2,59,Moderate Risk,Good,Low,34.0,68,0.6633333333333332,Moderate,E
S1438,94,27,29,7,3,69,Moderate Risk,Excellent,Moderate,28.0,56,0.7466666666666666,Moderate,D
S1439,90,32,26,6,2,56,Moderate Risk,Excellent,Low,29.0,58,0.6333333333333333,Moderate,E
S1440,88,31,33,7,4,72,Moderate Risk,Good,Moderate,32.0,64,0.7933333333333333,Moderate,C
S1441,84,33,32,7,2,67,Moderate Risk,Good,Low,32.5,65,0.6466666666666666,Moderate,D
S1442,96,38,33,9,2,79,Low Risk,Excellent,Low,35.5,71,0.7533333333333333,Moderate,C
S1443,75,24,25,6,2,43,High Risk,Good,Low,24.5,49,0.5833333333333334,Low,F
S1444,81,37,39,8,3,75,Low Risk,Good,Moderate,38.0,76,0.7366666666666667,Moderate,C
S1445,81,28,33,7,3,62,Moderate Risk,Good,Moderate,30.5,61,0.7033333333333333,Moderate,D
S1446,78,29,38,8,3,69,Moderate Risk,Good,Moderate,33.5,67,0.7266666666666667,Moderate,D
S1447,87,32,25,5,3,60,Moderate Risk,Good,Moderate,28.5,57,0.6566666666666667,Moderate,D
S1448,83,32,32,7,3,59,Moderate Risk,Good,Moderate,32.0,64,0.71,Moderate,E
S1449,90,40,38,8,4,85,Low Risk,Excellent,Moderate,39.0,78,0.8333333333333334,High,B
S1450,76,33,35,7,2,48,High Risk,Good,Low,34.0,68,0.62,Moderate,F
S1451,86,27,31,6,2,59,Moderate Risk,Good,Low,29.0,58,0.62,Moderate,E
S1452,96,33,40,10,3,84,Low Risk,Excellent,Moderate,36.5,73,0.8533333333333334,High,B
S1453,78,24,28,6,2,53,Moderate Risk,Good,Low,26.0,52,0.5933333333333333,Low,E
S1454,81,34,35,9,4,70,Moderate Risk,Good,Moderate,34.5,69,0.8366666666666666,High,C
S1455,87,34,33,8,3,69,Moderate Risk,Good,Moderate,33.5,67,0.7566666666666667,Moderate,D
S1456,79,34,30,8,3,55,Moderate Risk,Good,Moderate,32.0,64,0.73,Moderate,E
S1457,80,34,26,7,3,58,Moderate Risk,Good,Moderate,30.0,60,0.7000000000000001,Moderate,E
S1458,80,32,31,6,3,59,Moderate Risk,Good,Moderate,31.5,63,0.6666666666666666,Moderate,E
S1459,83,36,35,9,3,83,Low Risk,Good,Moderate,35.5,71,0.7766666666666667,Moderate,B
S1460,78,26,34,8,3,64,Moderate Risk,Good,Moderate,30.0,60,0.7266666666666667,Moderate,D
S1461,100,40,37,9,4,93,Low Risk,Excellent,Moderate,38.5,77,0.9,High,A
S1462,77,30,28,8,3,56,Moderate Risk,Good,Moderate,29.0,58,0.7233333333333333,Moderate,E
S1463,83,36,35,8,2,71,Moderate Risk,Good,Low,35.5,71,0.6766666666666666,Moderate,C
S1464,99,31,40,9,3,75,Low Risk,Excellent,Moderate,35.5,71,0.8300000000000001,High,C
S1465,85,29,39,7,3,75,Low Risk,Good,Moderate,34.0,68,0.7166666666666667,Moderate,C
S1466,86,24,29,7,3,50,Moderate Risk,Good,Moderate,26.5,53,0.7200000000000001,Moderate,E
S1467,69,32,25,7,2,50,Moderate Risk,Average,Low,28.5,57,0.5966666666666667,Low,E
S1468,91,37,34,9,3,77,Low Risk,Excellent,Moderate,35.5,71,0.8033333333333333,High,C
S1469,89,33,36,9,4,74,Moderate Risk,Good,Moderate,34.5,69,0.8633333333333333,High,C
S1470,85,33,31,7,3,58,Moderate Risk,Good,Moderate,32.0,64,0.7166666666666667,Moderate,E
S1471,77,30,35,7,3,61,Moderate Risk,Good,Moderate,32.5,65,0.69,Moderate,D
S1472,81,29,29,7,3,53,Moderate Risk,Good,Moderate,29.0,58,0.7033333333333333,Moderate,E
S1473,84,38,38,8,3,71,Moderate Risk,Good,Moderate,38.0,76,0.7466666666666667,Moderate,C
S1474,93,27,32,7,3,64,Moderate Risk,Excellent,Moderate,29.5,59,0.7433333333333333,Moderate,D
S1475,87,25,36,8,3,66,Moderate Risk,Good,Moderate,30.5,61,0.7566666666666667,Moderate,D
S1476,68,36,25,7,2,53,Moderate Risk,Average,Low,30.5,61,0.5933333333333333,Low,E
S1477,72,28,22,6,3,41,High Risk,Average,Moderate,25.0,50,0.64,Moderate,F
S1478,80,30,33,8,2,61,Moderate Risk,Good,Low,31.5,63,0.6666666666666666,Moderate,D
S1479,93,40,33,9,3,76,Low Risk,Excellent,Moderate,36.5,73,0.81,High,C
S1480,71,27,25,6,3,44,High Risk,Average,Moderate,26.0,52,0.6366666666666667,Moderate,F
S1481,84,33,25,7,3,52,Moderate Risk,Good,Moderate,29.0,58,0.7133333333333334,Moderate,E
S1482,82,32,33,7,3,64,Moderate Risk,Good,Moderate,32.5,65,0.7066666666666667,Moderate,D
S1483,83,26,35,7,2,62,Moderate Risk,Good,Low,30.5,61,0.6433333333333332,Moderate,D
S1484,92,32,34,8,3,70,Moderate Risk,Excellent,Moderate,33.0,66,0.7733333333333334,Moderate,C
S1485,94,40,33,9,2,74,Moderate Risk,Excellent,Low,36.5,73,0.7466666666666666,Moderate,C
S1486,86,35,31,8,2,64,Moderate Risk,Good,Low,33.0,66,0.6866666666666666,Moderate,D
S1487,71,29,32,7,3,58,Moderate Risk,Average,Moderate,30.5,61,0.6699999999999999,Moderate,E
S1488,92,37,31,8,2,74,Moderate Risk,Excellent,Low,34.0,68,0.7066666666666667,Moderate,C
S1489,94,38,37,7,4,82,Low Risk,Excellent,Moderate,37.5,75,0.8133333333333334,High,B
S1490,78,37,29,7,3,65,Moderate Risk,Good,Moderate,33.0,66,0.6933333333333334,Moderate,D
S1491,78,27,35,7,3,58,Moderate Risk,Good,Moderate,31.0,62,0.6933333333333334,Moderate,E
S1492,96,40,40,10,3,93,Low Risk,Excellent,Moderate,40.0,80,0.8533333333333334,High,A
S1493,78,30,30,5,3,47,High Risk,Good,Moderate,30.0,60,0.6266666666666666,Moderate,F
S1494,93,30,32,8,3,63,Moderate Risk,Excellent,Moderate,31.0,62,0.7766666666666667,Moderate,D
S1495,88,35,33,8,4,76,Low Risk,Good,Moderate,34.0,68,0.8266666666666668,High,C
S1496,91,30,33,7,2,73,Moderate Risk,Excellent,Low,31.5,63,0.6699999999999999,Moderate,C
S1497,85,38,28,8,3,71,Moderate Risk,Good,Moderate,33.0,66,0.75,Moderate,C
S1498,91,34,31,7,3,52,Moderate Risk,Excellent,Moderate,32.5,65,0.7366666666666667,Moderate,E
S1499,71,30,29,7,3,49,High Risk,Average,Moderate,29.5,59,0.6699999999999999,Moderate,F
S1500,77,29,31,7,3,64,Moderate Risk,Good,Moderate,30.0,60,0.69,Moderate,D
S1501,78,27,33,7,3,58,Moderate Risk,Good,Moderate,30.0,60,0.6933333333333334,Moderate,E
S1502,80,32,34,7,2,64,Moderate Risk,Good,Low,33.0,66,0.6333333333333333,Moderate,D
S1503,84,34,31,7,3,65,Moderate Risk,Good,Moderate,32.5,65,0.7133333333333334,Moderate,D
S1504,89,35,30,8,4,70,Moderate Risk,Good,Moderate,32.5,65,0.8300000000000001,High,C
S1505,90,31,32,8,3,72,Moderate Risk,Excellent,Moderate,31.5,63,0.7666666666666667,Moderate,C
S1506,73,29,37,7,2,59,Moderate Risk,Average,Low,33.0,66,0.61,Moderate,E
S1507,86,37,35,8,3,66,Moderate Risk,Good,Moderate,36.0,72,0.7533333333333334,Moderate,D
S1508,80,22,33,6,3,48,High Risk,Good,Moderate,27.5,55,0.6666666666666666,Moderate,F
S1509,77,25,34,8,3,60,Moderate Risk,Good,Moderate,29.5,59,0.7233333333333333,Moderate,D
S1510,96,38,32,9,3,77,Low Risk,Excellent,Moderate,35.0,70,0.82,High,C
S1511,82,35,28,7,4,71,Moderate Risk,Good,Moderate,31.5,63,0.7733333333333334,Moderate,C
S1512,86,25,37,8,3,66,Moderate Risk,Good,Moderate,31.0,62,0.7533333333333334,Moderate,D
S1513,78,28,32,8,3,59,Moderate Risk,Good,Moderate,30.0,60,0.7266666666666667,Moderate,E
S1514,90,33,37,9,3,74,Moderate Risk,Excellent,Moderate,35.0,70,0.7999999999999999,Moderate,C
S1515,81,23,27,6,2,49,High Risk,Good,Low,25.0,50,0.6033333333333334,Moderate,F
S1516,79,25,31,6,3,59,Moderate Risk,Good,Moderate,28.0,56,0.6633333333333334,Moderate,E
S1517,79,27,22,6,2,36,High Risk,Good,Low,24.5,49,0.5966666666666667,Low,F
S1518,91,26,34,6,2,71,Moderate Risk,Excellent,Low,30.0,60,0.6366666666666667,Moderate,C
S1519,97,33,40,8,4,84,Low Risk,Excellent,Moderate,36.5,73,0.8566666666666668,High,B
S1520,90,40,37,9,4,84,Low Risk,Excellent,Moderate,38.5,77,0.8666666666666667,High,B
S1521,71,34,31,9,3,64,Moderate Risk,Average,Moderate,32.5,65,0.7366666666666667,Moderate,D
S1522,82,31,32,7,4,63,Moderate Risk,Good,Moderate,31.5,63,0.7733333333333334,Moderate,D
S1523,100,31,37,8,3,74,Moderate Risk,Excellent,Moderate,34.0,68,0.7999999999999999,Moderate,C
S1524,88,26,28,5,4,60,Moderate Risk,Good,Moderate,27.0,54,0.7266666666666666,Moderate,D
S1525,82,28,31,7,3,56,Moderate Risk,Good,Moderate,29.5,59,0.7066666666666667,Moderate,E
S1526,86,30,34,8,2,62,Moderate Risk,Good,Low,32.0,64,0.6866666666666666,Moderate,D
S1527,75,24,31,6,3,50,Moderate Risk,Good,Moderate,27.5,55,0.65,Moderate,E
S1528,83,27,36,7,3,53,Moderate Risk,Good,Moderate,31.5,63,0.71,Moderate,E
S1529,79,25,27,6,3,40,High Risk,Good,Moderate,26.0,52,0.6633333333333334,Moderate,F
